instance,n,m,D,algorithm,seed,cmax,fes_used,max_fes,iters,wall_s,st_sense,operator_space,branch_granularity,strict_fe_cap,N,ST,L,U,dmin,dmax,git_sha,timestamp,fe_per_seed,n_seeds,branch_A_swap,branch_B_sym_shift,branch_C_eq3,branch_D_eq4,branch_E_eq_perdim,config,n_setting,sampler,pre_local_search_cmax,local_search_evals,local_search_moves,seeded_with_mwkr
ta41,30,20,600,DTSA,13,2457,600040,600000,2500,21.711,,,,,40,0.5,6,6,-5.0,5.0,28cc575,2026-07-23T20:51:42,1.0,600000,,,,,,DTSA-core,N=40,C1,2457,0,0,True
ta41,30,20,600,DTSA,14,2506,600040,600000,2500,21.948,,,,,40,0.5,6,6,-5.0,5.0,28cc575,2026-07-23T20:51:43,1.0,600000,,,,,,DTSA-core,N=40,C1,2506,0,0,True
ta41,30,20,600,DTSA,15,2493,600040,600000,2500,21.987,,,,,40,0.5,6,6,-5.0,5.0,28cc575,2026-07-23T20:51:43,1.0,600000,,,,,,DTSA-core,N=40,C1,2493,0,0,True
ta41,30,20,600,DTSA,16,2481,600040,600000,2500,22.177,,,,,40,0.5,6,6,-5.0,5.0,28cc575,2026-07-23T20:51:43,1.0,600000,,,,,,DTSA-core,N=40,C1,2481,0,0,True
ta41,30,20,600,DTSA,17,2448,600040,600000,2500,21.834,,,,,40,0.5,6,6,-5.0,5.0,28cc575,2026-07-23T20:51:43,1.0,600000,,,,,,DTSA-core,N=40,C1,2448,0,0,True
ta41,30,20,600,DTSA,18,2596,600040,600000,2500,21.867,,,,,40,0.5,6,6,-5.0,5.0,28cc575,2026-07-23T20:51:43,1.0,600000,,,,,,DTSA-core,N=40,C1,2596,0,0,True
ta41,30,20,600,DTSA,19,2439,600040,600000,2500,21.9,,,,,40,0.5,6,6,-5.0,5.0,28cc575,2026-07-23T20:51:43,1.0,600000,,,,,,DTSA-core,N=40,C1,2439,0,0,True
ta01,15,15,225,DTSA,0,1389,225160,225000,938,6.704,,,,,40,0.5,6,6,-5.0,5.0,28cc575,2026-07-23T20:51:50,1.0,225120,,,,,,DTSA-core,N=40,C1,1389,0,0,False
ta01,15,15,225,DTSA,1,1459,225160,225000,938,6.776,,,,,40,0.5,6,6,-5.0,5.0,28cc575,2026-07-23T20:51:50,1.0,225120,,,,,,DTSA-core,N=40,C1,1459,0,0,False
ta01,15,15,225,DTSA,2,1461,225160,225000,938,6.477,,,,,40,0.5,6,6,-5.0,5.0,28cc575,2026-07-23T20:51:50,1.0,225120,,,,,,DTSA-core,N=40,C1,1461,0,0,False
