instance,n,m,D,algorithm,seed,cmax,fes_used,max_fes,iters,wall_s,st_sense,operator_space,branch_granularity,strict_fe_cap,N,ST,L,U,dmin,dmax,git_sha,timestamp,fe_per_seed,n_seeds,branch_A_swap,branch_B_sym_shift,branch_C_eq3,branch_D_eq4,branch_E_eq_perdim,config,n_setting,sampler,pre_local_search_cmax,local_search_evals,local_search_moves,seeded_with_mwkr
ta02,15,15,225,DTSA,11,1435,225160,225000,938,11.875,,,,,40,0.5,6,6,-5.0,5.0,5ee1241,2026-07-24T10:08:34,1.0,225120,,,,,,DTSA+LS,N=40,C3,1435,6,0,True
ta02,15,15,225,DTSA,12,1320,225160,225000,938,11.544,,,,,40,0.5,6,6,-5.0,5.0,5ee1241,2026-07-24T10:08:45,1.0,225120,,,,,,DTSA-core,N=40,C3,1320,0,0,True
ta02,15,15,225,DTSA,12,1320,225160,225000,938,11.544,,,,,40,0.5,6,6,-5.0,5.0,5ee1241,2026-07-24T10:08:45,1.0,225120,,,,,,DTSA+LS,N=40,C3,1320,5,0,True
ta02,15,15,225,DTSA,13,1401,225160,225000,938,11.584,,,,,40,0.5,6,6,-5.0,5.0,5ee1241,2026-07-24T10:08:45,1.0,225120,,,,,,DTSA-core,N=40,C3,1401,0,0,True
ta02,15,15,225,DTSA,13,1401,225160,225000,938,11.584,,,,,40,0.5,6,6,-5.0,5.0,5ee1241,2026-07-24T10:08:45,1.0,225120,,,,,,DTSA+LS,N=40,C3,1401,4,0,True
ta02,15,15,225,DTSA,14,1385,225160,225000,938,11.532,,,,,40,0.5,6,6,-5.0,5.0,5ee1241,2026-07-24T10:08:45,1.0,225120,,,,,,DTSA-core,N=40,C3,1385,0,0,True
ta02,15,15,225,DTSA,14,1385,225160,225000,938,11.532,,,,,40,0.5,6,6,-5.0,5.0,5ee1241,2026-07-24T10:08:45,1.0,225120,,,,,,DTSA+LS,N=40,C3,1385,9,0,True
ta02,15,15,225,DTSA,15,1338,225160,225000,938,11.544,,,,,40,0.5,6,6,-5.0,5.0,5ee1241,2026-07-24T10:08:45,1.0,225120,,,,,,DTSA-core,N=40,C3,1338,0,0,True
ta02,15,15,225,DTSA,15,1338,225160,225000,938,11.544,,,,,40,0.5,6,6,-5.0,5.0,5ee1241,2026-07-24T10:08:45,1.0,225120,,,,,,DTSA+LS,N=40,C3,1338,5,0,True
ta02,15,15,225,DTSA,16,1429,225160,225000,938,11.467,,,,,40,0.5,6,6,-5.0,5.0,5ee1241,2026-07-24T10:08:45,1.0,225120,,,,,,DTSA-core,N=40,C3,1429,0,0,True
ta02,15,15,225,DTSA,16,1429,225160,225000,938,11.467,,,,,40,0.5,6,6,-5.0,5.0,5ee1241,2026-07-24T10:08:45,1.0,225120,,,,,,DTSA+LS,N=40,C3,1429,10,0,True
ta02,15,15,225,DTSA,17,1360,225160,225000,938,11.643,,,,,40,0.5,6,6,-5.0,5.0,5ee1241,2026-07-24T10:08:46,1.0,225120,,,,,,DTSA-core,N=40,C3,1360,0,0,True
ta02,15,15,225,DTSA,17,1360,225160,225000,938,11.643,,,,,40,0.5,6,6,-5.0,5.0,5ee1241,2026-07-24T10:08:46,1.0,225120,,,,,,DTSA+LS,N=40,C3,1360,6,0,True
